"Paises" "Zona" "Minuto.Saliente" "Minuto.Entrante" "Segundo.Saliente" "Segundo.Entrante" "MB" "KB" "SMS"
"26" "Bielorrusia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"27" "Bolivia" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"28" "Bosnia y Herzegovina" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"29" " Botsuana" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"30" "Brasil" "Zona 5" 0.840336134453782 0.420168067226891 0.0140056022408964 0.00700280112044818 0 0 0.252100840336134
"31" "Brunéi Darussalam" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"32" "Bulgaria" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"33" "Burkina Faso" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"34" "Burundi" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"35" "Bután" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"36" "Cabo Verde" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"37" "Camboya" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"38" "Camerún" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"39" "Canadá" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"40" "Catar" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"41" "Chad" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"42" "Chile" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"43" "China" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"44" "Chipre" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"45" " Colombia" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"46" "Comoras" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"47" "Congo" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"48" "Congo (la República Democrática del)" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"49" "Corea (la República de)" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"50" "Corea (la República Democrática Popular de)" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"51" "Costa Rica" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"52" "Côte d'Ivoire" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"53" "Croacia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"54" "Cuba" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"55" "Desconocidos" "Zona 6" 3.36134453781513 3.36134453781513 0.0560224089635854 0.0560224089635854 12.6050420168067 0.0123096113445378 0.504201680672269
"56" "Diego Garcia" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"57" "Dinamarca" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"58" "Dominica" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"59" "Ecuador" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"60" "Egipto" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"61" "El Salvador" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"62" "Emiratos Árabes Unidos (Los)" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"63" "Eritrea" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"64" "Eslovaquia" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"65" "Eslovenia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"66" "España" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"67" "Estados Unidos" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"68" "Estonia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"69" "Etiopía" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"70" "Feroe (Islas)" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"71" "Filipinas" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"72" "Finlandia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"73" "Fiyi" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"74" "Francia" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"75" " Gabón" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"76" "Gambia" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"77" "Georgia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"78" "Ghana" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"79" "Gibraltar" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"80" "Granada" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"81" "Grecia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"82" "Groenlandia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"83" "Guadalupe" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"84" "Guam" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"85" "Guatemala" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"86" "Guayana Francesa" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"87" "Guinea" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"88" "Guinea Ecuatorial" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"89" "Guinea-Bisáu" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"90" "Guyana" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"91" "Haití" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"92" "Hawái" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"93" "Honduras" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"94" "Hong Kong" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"95" "Hungría" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"96" "India" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"97" "Indonesia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"98" "Internacional" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"99" "Irak" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"100" "Irán" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"101" "Irlanda" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"102" "Isla Bouvet" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"103" "Isla de Man" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"104" "Isla de Navidad" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"105" "Isla Johnston" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"106" "Isla Norfolk" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"107" "Isla Wake" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"108" "Islandia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"109" "Islas Caimán" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"110" "Islas Cocos (Keeling)" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"111" "Islas Cook" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"112" "Islas Malvinas [Falkland]" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"113" "Islas Marianas del Norte" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"114" "Islas Marshall" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"115" "Islas Midway" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"116" "Islas Salomón" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"117" "Islas Turcas y Caicos" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"118" "Islas Vírgenes (Británicas)" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"119" "Islas Vírgenes (EE.UU.)" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"120" "Israel" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"121" "Italia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"122" "Jamaica" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"123" "Japón" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"124" "Jersey/Guernsey" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"125" "Jordania" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"126" "Kazajistán" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"127" "Kenia" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"128" "Kirguistán" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"129" "Kiribati" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"130" "Kuwait" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"131" "Lao, (la) República Democrática Popular" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"132" "Lesoto" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"133" "Letonia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"134" "Líbano" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"135" "Liberia" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"136" "Libia" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"137" "Liechtenstein" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"138" "Lituania" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"139" "Luxemburgo" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"140" "Macao" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"141" "Macedonia" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"142" "Madagascar" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"143" "Malasia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"144" "Malaui" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"145" "Maldivas" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"146" "Malí" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"147" "Malta" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"148" "Marruecos" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"149" "Martinica" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"150" "Mauricio" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"151" "Mauritania" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"152" "México" "Zona 5" 0.840336134453782 0.420168067226891 0.0140056022408964 0.00700280112044818 0 0 0.252100840336134
"153" "Micronesia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"154" "Moldavia (la República de)" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"155" "Mónaco" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"156" "Mongolia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"157" "Monserrat" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"158" "Montenegro" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"159" "Mozambique" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"160" "Myanmar" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"161" "Namibia" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"162" "Nauru" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"163" "Nepal" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"164" "Netherlands Antilles" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"165" "Nicaragua" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"166" "Niger" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"167" "Nigeria" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"168" "Niue" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"169" "Noruega" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"170" "Nueva Caledonia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"171" "Nueva Zelanda" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"172" "Omán" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"173" "Países Bajos" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"174" "Pakistán" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"175" "Palaos" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"176" "Palestina" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"177" "Panamá" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"178" "Papúa Nueva Guinea" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"179" "Paraguay" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
